station_id,date,actual_max_f,our_n,our_brier,kalshi_n,kalshi_brier,winning_bin_label,our_p_winning,kalshi_p_winning,best_edge_abs,best_edge_bin_label,best_edge_our_p,best_edge_kalshi_p,best_edge_correct,computed_at,ext_med,ext_spread,ext_diff_pre,clim_pct,ext_shift_f
KPHX,2026-04-24,88.5,336,0.22075133831712387,336,0.22081674107142849,89°,0.0,0.0,0.74714859437751,91°,0.7871485943775101,0.04,0,2026-04-27T01:38:03.922058,,,,,
KBOS,2026-04-24,51.2,1378,0.08339490723008705,1378,0.09629990928882462,51°,0.14196242166432083,0.18160377358490565,0.789,50°,0.096,0.885,1,2026-05-06T04:09:54.982883,,,,,
KLAX,2026-04-23,72.2,560,0.13978312857142855,560,0.1312872767857144,72°,0.00255,0.021875,1.0,70°,1.0,0.0,0,2026-04-24T07:10:04.509039,,,,,
KPHX,2026-04-23,84.6,602,0.19970543175275013,602,0.13766549003322276,85°,0.07492972486222862,0.24872093023255812,0.7359719438877754,86°,0.9859719438877755,0.25000000000000006,0,2026-04-24T22:34:25.434378,,,,,
KLGA,2026-04-23,72.4,826,0.09473811504091406,826,0.08060490314770008,72°,0.14856981468695238,0.25125,0.45999999999999985,73°,0.03,0.4899999999999999,1,2026-04-25T04:01:47.836579,,,,,
KLAS,2026-04-23,74.4,14,0.19077490796078272,14,0.2196928571428571,74° or below,0.21042084168336672,0.017500000000000016,0.42415831663326664,75°,0.5791583166332666,0.15499999999999992,0,2026-04-29T07:03:07.329126,,,,,
KBOS,2026-04-23,63.0,8,0.125,8,0.1252125,63°,0.0,0.0,0.040000000000000036,58°,0.0,0.040000000000000036,1,2026-05-06T04:09:54.126068,,,,,
KLGA,2026-04-22,53.3,168,0.16428366666666666,168,0.1591630952380953,53°,0.0,0.0,0.22799999999999998,55°,0.742,0.97,1,2026-04-23T04:09:33.719660,,,,,
KPHX,2026-04-22,87.3,920,0.13603790263283136,920,0.09966842391304334,87°,0.1956521739130435,0.21380434782608693,1.0,87°,1.0,0.0,1,2026-04-24T00:49:30.409646,,,,,
KLAX,2026-04-22,65.5,546,0.028710521500046004,546,0.0825400183150186,66°,0.57655588454607,0.18362745098039213,0.8200000000000001,69°,1.0,0.18,0,2026-04-24T07:10:03.683181,,,,,
KLAS,2026-04-22,75.5,30,0.13759100210714872,30,0.06080916666666668,76°,0.0,0.3166666666666667,0.7084630738522955,73°,0.7684630738522954,0.05999999999999994,0,2026-04-29T07:03:06.517805,,,,,
KLAX,2026-04-21,65.9,566,0.10668203825060762,566,0.1340519434628977,65° to 66°,0.3314210706932052,0.06414893617021276,1.0,66°,1.0,0.0,1,2026-04-22T07:03:33.083066,,,,,
KPHX,2026-04-21,94.9,489,0.14660553960905612,489,0.1542655419222904,95°,0.28152591149212397,0.18417808219178083,0.684979919678715,95°,0.7449799196787149,0.06,1,2026-04-22T13:26:40.708916,,,,,
KLGA,2026-04-21,51.8,335,0.1117716237885812,335,0.12006462686567161,52°,0.2219603104909607,0.21932692307692306,0.347741935483871,50°,0.03225806451612903,0.38,1,2026-04-23T04:09:32.681464,,,,,
KLAS,2026-04-21,85.4,16,0.25,16,0.20928125,85°,0.0,0.0,0.31000000000000005,86°,1.0,0.69,0,2026-04-29T07:03:05.743373,,,,,
KLGA,2026-04-20,50.4,162,0.0,162,0.0007166666666666673,50°,1.0,0.9541176470588235,0.06000000000000005,50°,1.0,0.94,1,2026-04-21T04:03:57.454301,,,,,
KNYC,2026-04-19,52.7,90,0.022222222222222223,90,2.5000000000000008e-05,53° or below,0.9333333333333333,0.995,0.995,53° or below,0.0,0.995,0,2026-04-20T19:05:08.348214,,,,,
KLGA,2026-04-19,52.7,0,,,,,,,,,,,,2026-04-21T00:47:18.000508,,,,,
KLGA,2026-04-18,68.5,0,,,,,,,,,,,,2026-04-20T19:05:08.345775,,,,,
KLGA,2026-04-17,79.5,0,,,,,,,,,,,,2026-04-20T19:05:08.343367,,,,,
